customer_id,customer_name,sheet_client,serial_id,ttspl,serial,status,rate,rent_start,proposed_action
72,"PARTS AVATAR INDIA PRIVATE LIMITED","Parts Avatar India Pvt. Ltd.",2784,TTSPL5429,3TZRWZ2,rented,1250,2026-02-06,EXCLUDE_FROM_AUG_INVOICE_KEEP_IN_BUCKET
72,"PARTS AVATAR INDIA PRIVATE LIMITED","Parts Avatar India Pvt. Ltd.",515,TTSPL1676,PF00RH14,rented,999,2026-02-06,EXCLUDE_FROM_AUG_INVOICE_KEEP_IN_BUCKET
72,"PARTS AVATAR INDIA PRIVATE LIMITED","Parts Avatar India Pvt. Ltd.",2789,TTSPL5476,10W7103,rented,1250,2026-02-06,EXCLUDE_FROM_AUG_INVOICE_KEEP_IN_BUCKET
72,"PARTS AVATAR INDIA PRIVATE LIMITED","Parts Avatar India Pvt. Ltd.",2788,TTSPL5442,1MVB103,rented,1250,2026-02-06,EXCLUDE_FROM_AUG_INVOICE_KEEP_IN_BUCKET
72,"PARTS AVATAR INDIA PRIVATE LIMITED","Parts Avatar India Pvt. Ltd.",525,TTSPL4916,PC1GXG5X,rented,1250,2026-02-06,EXCLUDE_FROM_AUG_INVOICE_KEEP_IN_BUCKET
72,"PARTS AVATAR INDIA PRIVATE LIMITED","Parts Avatar India Pvt. Ltd.",2778,TTSPL5378,4C81KW2,rented,1250,2026-02-06,EXCLUDE_FROM_AUG_INVOICE_KEEP_IN_BUCKET
72,"PARTS AVATAR INDIA PRIVATE LIMITED","Parts Avatar India Pvt. Ltd.",2794,TTSPL5489,1D9RMW2,rented,1250,2026-02-06,EXCLUDE_FROM_AUG_INVOICE_KEEP_IN_BUCKET
72,"PARTS AVATAR INDIA PRIVATE LIMITED","Parts Avatar India Pvt. Ltd.",2795,TTSPL5484,GCKPMW2,rented,1250,2026-02-06,EXCLUDE_FROM_AUG_INVOICE_KEEP_IN_BUCKET
72,"PARTS AVATAR INDIA PRIVATE LIMITED","Parts Avatar India Pvt. Ltd.",2782,TTSPL5422,5Q3SWZ2,rented,1250,2026-02-06,EXCLUDE_FROM_AUG_INVOICE_KEEP_IN_BUCKET
72,"PARTS AVATAR INDIA PRIVATE LIMITED","Parts Avatar India Pvt. Ltd.",3105,TTSPLGR0088,5CD9203NG3,rented,1250,2026-04-08,EXCLUDE_FROM_AUG_INVOICE_KEEP_IN_BUCKET
120,"ANTINO LABS PRIVATE LIMITED","Antino Labs Private Limited",2246,TTSPL1942,C02G84DNQ6L4,rented,0,2026-02-06,EXCLUDE_FROM_AUG_INVOICE_KEEP_IN_BUCKET
